"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-18","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","17.8",",,H","20.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-19","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","7.2",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-20","1.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","21.1",",,H","17.8",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-21","37.3",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","19.4",",,H","19.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-22","23.4",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","19.4",",,H","8.9",",,H","8.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-23","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","16.1",",,H","4.4",",,H","5.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-24","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","18.9",",,H","5.0",",,H","16.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-25","0.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","25.0",",,H","15.6",",,H","15.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-26","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","22.2",",,H","12.8",",,H","12.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-27","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","21.7",",,H","12.2",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-28","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","23.3",",,H","13.9",",,H","15.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-29","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","25.0",",,H","15.0",",,H","15.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-04-30","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.7",",,H","15.0",",,H","15.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-01","0.3",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.8",",,H","15.0",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-02","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.1",",,H","16.7",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-03","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.7",",,H","16.1",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-04","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.2",",,H","17.8",",,H","22.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-05","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.7",",,H","20.6",",,H","22.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-06","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.2",",,H","21.1",",,H","21.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-07","2.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.8",",,H","20.0",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-08","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.6",",,H","20.0",",,H","22.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-09","6.4",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","32.8",",,H","20.6",",,H","23.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-10",,,"0.0",",,H,0700","0.0",",,H,0700","28.3",",,H","19.4",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-11","11.7",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.7",",,H","13.9",",,H","14.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-12","0.0",",,H,0700",,,,,"20.0",",,H","13.9",",,H","16.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-13","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.2",",,H","14.4",",,H","16.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-14","2.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","24.4",",,H","11.7",",,H","21.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-15","38.1",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","22.8",",,H","19.4",",,H","21.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-16","14.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","18.3",",,H","19.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-17","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.2",",,H","19.4",",,H","20.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-18","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.1",",,H","20.6",",,H","23.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-19","1.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.3",",,H","21.1",",,H","21.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-20","2.3",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","21.7",",,H","15.6",",,H","16.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-21","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","23.3",",,H","15.6",",,H","15.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-22","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","23.9",",,H","15.6",",,H","15.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-23","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.1",",,H","15.6",",,H","23.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-24","0.0",",,H,0700",,,,,"29.4",",,H","22.8",",,H","23.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-25","2.5",",,H,0700",,,,,"31.7",",,H","21.1",",,H","21.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-26","0.0",",,H,0700",,,,,"30.6",",,H","20.6",",,H","23.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-27","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","22.8",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-28","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","32.8",",,H","23.9",",,H","24.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-29",,,"0.0",",,H,0700","0.0",",,H,0700","30.0",",,H","20.6",",,H","21.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-30","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.0",",,H","18.9",",,H","19.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-05-31","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.2",",,H","15.6",",,H","16.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-01","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","26.1",",,H","15.0",",,H","16.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-02","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","25.6",",,H","16.1",",,H","17.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-03","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.8",",,H","17.8",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-04","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.3",",,H","19.4",",,H","23.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-05","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.0",",,H","21.1",",,H","21.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-06","10.4",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.1",",,H","21.1",",,H","23.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-07","17.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","22.8",",,H","24.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-08","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.6",",,H","21.7",",,H","21.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-09","0.0",",,H,0700",,,,,"29.4",",,H","21.7",",,H","23.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-10","0.8",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.9",",,H","21.7",",,H","22.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-11","0.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","23.9",",,H","18.3",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-12","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","20.0",",,H","23.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-13","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","23.3",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-14","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","20.6",",,H","21.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-15","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.1",",,H","21.1",",,H","23.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-16","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.3",",,H","23.9",",,H","26.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-17","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","24.4",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-18","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","25.0",",,H","25.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-19","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","22.8",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-20","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","23.9",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-21","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","23.9",",,H","25.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-22","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","23.3",",,H","26.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-23","15.7",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.1",",,H","25.0",",,H","26.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-24","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","26.7",",,H","27.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-25","16.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","36.1",",,H","24.4",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-26","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.6",",,H","24.4",",,H","25.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-27","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","32.8",",,H","25.6",",,H","27.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-28","0.8",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.9",",,H","23.3",",,H","23.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-29","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.6",",,H","23.9",",,H","26.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-06-30","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","26.1",",,H","26.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-01","2.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.3",",,H","25.6",",,H","26.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-02","2.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.6",",,H","21.7",",,H","21.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-07","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.3",",,H","26.1",",,H","27.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-08","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.3",",,H","26.7",",,H","27.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-09","11.7",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.1",",,H","25.6",",,H","27.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-10","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","26.7",",,H","27.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-11","8.9",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","27.2",",,H","28.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-12","6.6",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","32.2",",,H","26.1",",,H","27.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-13","81.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","24.4",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-14","1.8",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.1",",,H","25.0",",,H","26.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-15","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","34.4",",,H","26.1",",,H","27.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-16","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","34.4",",,H","26.7",",,H","27.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-17","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.9",",,H","27.8",",,H","28.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-18","14.2",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","25.0",",,H","26.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-19","8.9",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","23.3",",,H","23.9",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-20","50.3",",,H,0700",,,"0.0",",,H,0700","30.6",",,H","23.3",",,H","24.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-21","12.2",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","32.8",",,H","24.4",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-22","4.6",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.1",",,H","24.4",",,H","24.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-23","1.5",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","24.4",",,H","26.7",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-24","42.2",",,H,0700","0.0",",,H,0700",,,"32.2",",,H","24.4",",,H","24.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-25","18.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.3",",,H","24.4",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-26","42.4",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.6",",,H","24.4",",,H","25.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-27","86.6",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.8",",,H","23.3",",,H","23.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-28","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","20.0",",,H","20.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-29","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","19.4",",,H","19.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-30","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","30.0",",,H","19.4",",,H","24.4",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-07-31","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","31.7",",,H","24.4",",,H","26.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-01","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","32.2",",,H","25.0",",,H","25.0",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-02","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.9",",,H","25.0",",,H","28.3",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-03","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","33.9",",,H","27.8",",,H","27.8",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-04","18.8",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","32.8",",,H","22.8",",,H","25.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-05","1.8",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","24.4",",,H","26.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-06","0.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","25.6",",,H","27.2",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-07","59.2",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","27.2",",,H","23.9",",,H","25.6",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-08","149.9",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","28.9",",,H","25.6",",,H","26.1",",,H,0700",,,,,,
"USC00319461","WILMINGTON 7 SE, NC US","34.1425","-77.8788","9.1","2024-08-09","2.0",",,H,0700","0.0",",,H,0700","0.0",",,H,0700","29.4",",,H","24.4",",,H","25.0",",,H,0700",,,,,,
